Kigezruk Creek|stream|SRID=4269;POINT(-167.74056 65.50889)
California-Alaska Mine|mine|SRID=4267;POINT(-149.2784 60.4295)
California Mine|mine|SRID=4267;POINT(-165.4491 64.7698)
Connolly and Jensen (or Jannsen) Mine|mine|SRID=4267;POINT(-165.4491 64.7698)
California Mine|mine|SRID=4267;POINT(-148.724 64.063)
Danzinger Mine|mine|SRID=4267;POINT(-148.724 64.063)
Cameron-Johnson Mine|mine|SRID=4267;POINT(-146.6668 61.2052)
Valdez Gold Mining Co Mine|mine|SRID=4267;POINT(-146.6668 61.2052)
Camp Creek Mine|mine|SRID=4267;POINT(-163.926 64.932)
Camp Creek Mine|mine|SRID=4267;POINT(-150.772 62.418)
Camp Creek Mine|mine|SRID=4267;POINT(-164.756 65.302)
Camp Creek Mine|mine|SRID=4267;POINT(-157.539 64.367)
Fager Gulch Mine|mine|SRID=4267;POINT(-157.539 64.367)
Tlatskokot Mine|mine|SRID=4267;POINT(-157.539 64.367)
Portage Creek Mine|mine|SRID=4267;POINT(-157.539 64.367)
Campbell-Monroe Mine|mine|SRID=4267;POINT(-146.312 64.3)
Campbell Mine|mine|SRID=4267;POINT(-146.312 64.3)
Candle Creek Mine|mine|SRID=4267;POINT(-155.81 62.876)
Candle Creek Mine|mine|SRID=4267;POINT(-162.029 65.839)
Candle Creek Mine|mine|SRID=4267;POINT(-161.92 65.91)
Cantu Mine|mine|SRID=4267;POINT(-130.064 56.076)
Canyon Creek Mine|mine|SRID=4267;POINT(-159.97 60.18)
Canyon Creek Mine|mine|SRID=4267;POINT(-164.375 64.857)
Canyon Creek Mine|mine|SRID=4267;POINT(-141.1246 64.1536)
Canyon Creek  (including Mills Creek below Juneau Creek) Mine|mine|SRID=4267;POINT(-149.4727 60.6743)
Canyon Creek Mine|mine|SRID=4267;POINT(-150.778 62.593)
Divide Creek Mine|mine|SRID=4267;POINT(-150.778 62.593)
Long Creek Mine|mine|SRID=4267;POINT(-150.778 62.593)
Canyon Creek Mine|mine|SRID=4267;POINT(-141.815 64.9262)
Gold Creek Mine|mine|SRID=4267;POINT(-141.815 64.9262)
Cape Alitak Beach Mine|mine|SRID=4267;POINT(-154.3 56.85)
Cape Creek Mine|mine|SRID=4267;POINT(-167.931 65.571)
American Tinfields, Inc. Mine|mine|SRID=4267;POINT(-167.931 65.571)
Cape Kubugakli Placer Mine|mine|SRID=4267;POINT(-155.08 57.88)
Capitol Hill Mine|mine|SRID=4267;POINT(-148.15 61.1)
Caribou Bill Mine|mine|SRID=4267;POINT(-165.357 64.5897)
Caribou Creek Mine|mine|SRID=4267;POINT(-145.714 64.687)
Caribou Creek Mine|mine|SRID=4267;POINT(-147.29 64.06)
Carl Creek Mine|mine|SRID=4267;POINT(-155.91 62.81)
Carroll Creek Mine|mine|SRID=4267;POINT(-133.75475 57.85926)
Casadepaga River Mine|mine|SRID=4267;POINT(-164.342 64.809)
Casadepaga River Mine|mine|SRID=4267;POINT(-164.347 64.795)
Casadepaga River Mine|mine|SRID=4267;POINT(-164.19 64.89)
Casadepaga River Mine|mine|SRID=4267;POINT(-164.302 64.868)
Casadepaga River Mine|mine|SRID=4267;POINT(-164.321 64.855)
Casadepaga River (Fool Creek) Mine|mine|SRID=4267;POINT(-164.149 64.922)
Cascade Mine|mine|SRID=4267;POINT(-132.7938 56.9897)
Cascade Mine|mine|SRID=4267;POINT(-132.73497 55.48361)
Snowdrift Mine|mine|SRID=4267;POINT(-132.73497 55.48361)
Grant Lake Mine|mine|SRID=4267;POINT(-149.3106 60.4967)
Cassiterite Creek (Lost River) Mine|mine|SRID=4267;POINT(-167.161 65.472)
Castle Island Mine|mine|SRID=4267;POINT(-133.1667 56.6521)
Castle and Company Mine|mine|SRID=4267;POINT(-133.458 56.135)
Central Creek Mine|mine|SRID=4267;POINT(-160.28 67.12)
Chapman Creek Mine|mine|SRID=4267;POINT(-150.11447 65.3179)
Charity Creek Mine|mine|SRID=4267;POINT(-146.245 65.412)
Charles Frank Mine|mine|SRID=4267;POINT(-150.587 59.563)
Charlie Creek (placer) Mine|mine|SRID=4267;POINT(-165.4897 64.858)
Chatanika River Mine|mine|SRID=4267;POINT(-147.492 65.112)
Chatham Mine|mine|SRID=4267;POINT(-147.378 65.065)
Chatham Creek Mine|mine|SRID=4267;POINT(-147.417 65.071)
Chavolda Creek Mine|mine|SRID=4267;POINT(-141.9268 62.1306)
Chechako No. 1 Mine|mine|SRID=4267;POINT(-147.463 65.065)
Westonvitch Mine|mine|SRID=4267;POINT(-147.463 65.065)
Cheechako Gulch Mine|mine|SRID=4267;POINT(-151.019 62.47)
Chechako Gulch Mine|mine|SRID=4267;POINT(-151.019 62.47)
Cherry Creek Mine|mine|SRID=4267;POINT(-141.1578 64.0024)
Chicago Creek Mine|mine|SRID=4267;POINT(-162.454 65.905)
Chicago Creek Mine|mine|SRID=4267;POINT(-150.35932 65.17974)
Chichagof Mine|mine|SRID=4267;POINT(-136.0976 57.6631)
Chicken Creek Mine|mine|SRID=4267;POINT(-141.9293 64.0744)
Chisna Consolidated (Buckeye Group) Mine|mine|SRID=4267;POINT(-146.529 60.848)
Chistochina Glacier Mine|mine|SRID=4267;POINT(-144.8641 63.1778)
Chititu Creek Mine|mine|SRID=4267;POINT(-142.5785 61.2962)
Rex Creek Mine|mine|SRID=4267;POINT(-142.5785 61.2962)
White Creek Mine|mine|SRID=4267;POINT(-142.5785 61.2962)
Blygh Gulch Mine|mine|SRID=4267;POINT(-142.5785 61.2962)
Jolly Gulch Mine|mine|SRID=4267;POINT(-142.5785 61.2962)
Dry Gulch Mine|mine|SRID=4267;POINT(-142.5785 61.2962)
Chitsia Creek Mine|mine|SRID=4267;POINT(-150.3606 63.9304)
Christina Mine|mine|SRID=4267;POINT(-147.378 65.069)
Shelden Mine|mine|SRID=4267;POINT(-147.378 65.069)
Christophosen Creek Mine|mine|SRID=4267;POINT(-165.629 65.026)
Christophosen Mine|mine|SRID=4267;POINT(-165.5333 64.7382)
Last Chance Mine|mine|SRID=4267;POINT(-165.5333 64.7382)
Chuck River Mine|mine|SRID=4267;POINT(-133.30602 57.51667)
Chunilna Creek Mine|mine|SRID=4267;POINT(-149.5903 62.6435)
Chute Creek Mine|mine|SRID=4267;POINT(-147.74 63.94)
Cinnabar Creek lode Mine|mine|SRID=4267;POINT(-158.851 60.8)
Claim Point Mine|mine|SRID=4267;POINT(-151.82 59.21)
Reef Mine|mine|SRID=4267;POINT(-151.82 59.21)
Clara Creek Mine|mine|SRID=4267;POINT(-161.71 58.96)
Clara Creek Mine|mine|SRID=4267;POINT(-150.0338 67.2193)
Clara Gulch Mine|mine|SRID=4267;POINT(-150.0338 67.2193)
Cleary Creek Mine|mine|SRID=4267;POINT(-147.414 65.086)
Summit Mine|mine|SRID=4267;POINT(-147.433 65.067)
Cleary Mine|mine|SRID=4267;POINT(-147.433 65.067)
Freegold Mine|mine|SRID=4267;POINT(-147.433 65.067)
Cleveland Creek Mine|mine|SRID=4267;POINT(-165.759 64.6665)
Cliff Mine|mine|SRID=4267;POINT(-146.5545 61.1245)
Clipper Mine|mine|SRID=4267;POINT(-148.004 64.867)
Lounsbury Mine|mine|SRID=4267;POINT(-148.004 64.867)
Coal Creek Mine|mine|SRID=4267;POINT(-165.9191 64.7358)
Coal Creek Mine|mine|SRID=4267;POINT(-143.173 65.293)
Adamic Mine|mine|SRID=4267;POINT(-143.173 65.293)
Coal Creek Hydraulic Mining Association Mine|mine|SRID=4267;POINT(-143.173 65.293)
Emily Association Mine|mine|SRID=4267;POINT(-143.173 65.293)
Forrest Association Mine|mine|SRID=4267;POINT(-143.173 65.293)
Golden Eagle Bench Association Mine|mine|SRID=4267;POINT(-143.173 65.293)
Gold Placers, Inc. Mine|mine|SRID=4267;POINT(-143.173 65.293)
Malstrom Association Mine|mine|SRID=4267;POINT(-143.173 65.293)
Slaven Association Mine|mine|SRID=4267;POINT(-143.173 65.293)
McDonald Mine|mine|SRID=4267;POINT(-143.173 65.293)
Coarse Gold Creek Mine|mine|SRID=4267;POINT(-164.759 65.592)
Coarse Gold Creek (central) Mine|mine|SRID=4267;POINT(-164.822 65.564)
Cobol (Slocum Arm) Mine|mine|SRID=4267;POINT(-135.868 57.493)
Mine Mountain Mine|mine|SRID=4267;POINT(-136.2115 57.8543)
Cobol North Mine|mine|SRID=4267;POINT(-136.2115 57.8543)
Coffee Creek Mine|mine|SRID=4267;POINT(-164.699 65.313)
Coffee Creek (the upper portion) Mine|mine|SRID=4267;POINT(-164.803 65.302)
Cold Creek Mine|mine|SRID=4267;POINT(-165.3503 64.75)
Colorado Creek Mine|mine|SRID=4267;POINT(-156.0078 63.5724)
Colorado Creek Mine|mine|SRID=4267;POINT(-149.5048 60.6441)
Colorado Creek Mine|mine|SRID=4267;POINT(-152.7202 67.3801)
Colorado Creek Mine|mine|SRID=4267;POINT(-143.3 65.3)
Colorado Creek Mine|mine|SRID=4267;POINT(-141.4267 64.781)
Boulder Creek Mine|mine|SRID=4267;POINT(-141.4267 64.781)
Columbia Creek Mine|mine|SRID=4267;POINT(-164.99 65.71)
Confederate Creek Mine|mine|SRID=4267;POINT(-142.3403 64.2843)
Coldfoot Creek Mine|mine|SRID=4267;POINT(-142.3403 64.2843)
Cooney Creek Mine|mine|SRID=4267;POINT(-150.72874 65.11388)
Cooper Creek Mine|mine|SRID=4267;POINT(-149.8745 60.474)
Cooper Gulch (placer and M. Charles lode occurrence) Mine|mine|SRID=4267;POINT(-165.3805 64.556)
Copper City Mine|mine|SRID=4267;POINT(-132.60854 55.13598)
Copper Coin Mine|mine|SRID=4267;POINT(-147.7749 60.3123)
Copper Creek Mine|mine|SRID=4267;POINT(-142.4278 61.3454)
Rader Gulch Mine|mine|SRID=4267;POINT(-142.4278 61.3454)
Seattle Gulch Mine|mine|SRID=4267;POINT(-142.4278 61.3454)
Idaho Gulch Mine|mine|SRID=4267;POINT(-142.4278 61.3454)
Copper Mountain Mine|mine|SRID=4267;POINT(-132.60678 55.2336)
New York Mine|mine|SRID=4267;POINT(-132.60678 55.2336)
Illinois Mine|mine|SRID=4267;POINT(-132.60678 55.2336)
Miller Mine|mine|SRID=4267;POINT(-132.60678 55.2336)
Texas Mine|mine|SRID=4267;POINT(-132.60678 55.2336)
Copper Queen Mine|mine|SRID=4267;POINT(-147.7521 60.1759)
Cox Gulch Mine|mine|SRID=4267;POINT(-155.43295 64.66187)
Cox Pup Mine|mine|SRID=4267;POINT(-155.43295 64.66187)
Coyote Creek Mine|mine|SRID=4267;POINT(-166.283 65.204)
Crackerjack Mine|mine|SRID=4267;POINT(-132.70226 55.48956)
Crane Creek Mine|mine|SRID=4267;POINT(-147.239 65.075)
Crescent Creek Mine|mine|SRID=4267;POINT(-149.661 60.4991)
Crevice Creek Mine|mine|SRID=4267;POINT(-151.9292 67.3635)
Crevice Creek Mine|mine|SRID=4267;POINT(-150.7559 63.6014)
Cripple Creek Mine|mine|SRID=4267;POINT(-147.999 64.833)
Cripple Creek (upper) Mine|mine|SRID=4267;POINT(-159.54 60.71)
Cripple Creek Mine|mine|SRID=4267;POINT(-156.0548 63.5481)
Fox Gulch Mine|mine|SRID=4267;POINT(-156.0548 63.5481)
Slug Gulch Mine|mine|SRID=4267;POINT(-156.0548 63.5481)
Cripple River Mine|mine|SRID=4267;POINT(-165.8536 64.6136)
Crooked Creek Mine|mine|SRID=4267;POINT(-141.6643 64.9285)
Crooked Creek Mine|mine|SRID=4267;POINT(-147.209 62.0618)
Crooked Creek Mine|mine|SRID=4267;POINT(-145.028 65.573)
Crooked Creek Mine|mine|SRID=4267;POINT(-150.5 63.7996)
Crooked Creek Mine|mine|SRID=4267;POINT(-163.697 65.028)
Crooked Creek Mine|mine|SRID=4267;POINT(-158.25789 61.99536)
Crooked Creek Mine|mine|SRID=4267;POINT(-154.823 63.113)
Clow and Strands Mine|mine|SRID=4267;POINT(-154.823 63.113)
Crow Creek Mine|mine|SRID=4267;POINT(-149.0781 60.9959)
Erickson Mine|mine|SRID=4267;POINT(-149.0781 60.9959)
Erickson Mine|mine|SRID=4267;POINT(-149.08 61)
Holmgren-Erickson property Mine|mine|SRID=4267;POINT(-149.08 61)
Crow Creek Mining Co. Mine|mine|SRID=4267;POINT(-149.08 61)
Girdwood property Mine|mine|SRID=4267;POINT(-149.08 61)
Girdwood Mining Co. Mine|mine|SRID=4267;POINT(-149.08 61)
Crystal Mine|mine|SRID=4267;POINT(-133.79362 57.9701)
Crystal Gulch Mine|mine|SRID=4267;POINT(-154.78 63.234)
Cub Creek Mine|mine|SRID=4267;POINT(-161.03 65.51)
Cube Mine|mine|SRID=4267;POINT(-146.5523 61.136)
Three-In-One Mine|mine|SRID=4267;POINT(-146.5523 61.136)
Cunningham Creek Mine|mine|SRID=4267;POINT(-163.331 65.929)
Cymru Mine|mine|SRID=4267;POINT(-132.1975 55.13366)
Dahl Creek Mine|mine|SRID=4267;POINT(-164.722 65.36)
Dahl Creek Head Mine|mine|SRID=4267;POINT(-156.825 67.009)
Asbestos Mountain Mine|mine|SRID=4267;POINT(-156.825 67.009)
Daisy Creek Mine|mine|SRID=4267;POINT(-147.1637 62.2786)
Grizzly Creek Mine|mine|SRID=4267;POINT(-147.1637 62.2786)
Dalton Gulch Mine|mine|SRID=4267;POINT(-150.84235 65.09946)
Dan Creek Mine|mine|SRID=4267;POINT(-142.5278 61.3758)
Daniels Creek Mine|mine|SRID=4267;POINT(-163.749 64.574)
Daniels Creek Mine|mine|SRID=4267;POINT(-148.528 64.102)
David Mine|mine|SRID=4267;POINT(-147.475 65.032)
Davis Creek Mine|mine|SRID=4267;POINT(-141.0283 64.0675)
Davis Creek Mine|mine|SRID=4267;POINT(-150.457 66.9947)
Dawson Creek Mine|mine|SRID=4267;POINT(-164.176 64.913)
Dawson Creek Mine|mine|SRID=4267;POINT(-149.979 65.468)
Deadwood Creek Mine|mine|SRID=4267;POINT(-150.09304 65.20858)
Deadwood Creek Mine|mine|SRID=4267;POINT(-144.926 65.465)
Forty Three Pup Mine|mine|SRID=4267;POINT(-144.926 65.465)
Twenty Five Pup Mine|mine|SRID=4267;POINT(-144.926 65.465)
Sixteen Pup Mine|mine|SRID=4267;POINT(-144.926 65.465)
Fifteen Pup Mine|mine|SRID=4267;POINT(-144.926 65.465)
Nine Pup Mine|mine|SRID=4267;POINT(-144.926 65.465)
Discovery Gulch Mine|mine|SRID=4267;POINT(-144.926 65.465)
Tommys Pup Mine|mine|SRID=4267;POINT(-144.926 65.465)
Switch Creek Mine|mine|SRID=4267;POINT(-144.926 65.465)
Twenty Two Pup Mine|mine|SRID=4267;POINT(-144.926 65.465)
Twenty Six Pup Mine|mine|SRID=4267;POINT(-144.926 65.465)
Deep Creek Mine|mine|SRID=4267;POINT(-147.142 65.061)
Deep Creek and tributaries Mine|mine|SRID=4267;POINT(-150.98621 65.06194)
Deer Gulch Mine|mine|SRID=4267;POINT(-165.3443 64.5798)
Delta River Mine|mine|SRID=4267;POINT(-145.8153 63.2007)
Democrat Creek Mine|mine|SRID=4267;POINT(-146.362 64.338)
Democrat Gulch Mine|mine|SRID=4267;POINT(-146.362 64.338)
Democrat Pup Mine|mine|SRID=4267;POINT(-146.362 64.338)
Democrat Lode Mine|mine|SRID=4267;POINT(-146.354 64.334)
John Mitchell Lode Mine|mine|SRID=4267;POINT(-146.354 64.334)
Dennys Gulch Mine|mine|SRID=4267;POINT(-149.14 67.4)
O'Keefe Mine|mine|SRID=4267;POINT(-149.14 67.4)
Dese Creek Mine|mine|SRID=4267;POINT(-166.2 65.206)
Devine Mine|mine|SRID=4267;POINT(-143.1264 61.4039)
Dewey Creek Mine|mine|SRID=4267;POINT(-165.2647 64.6309)
Dexter Creek Mine|mine|SRID=4267;POINT(-165.292 64.5817)
Dexter High Bench Mine|mine|SRID=4267;POINT(-165.3527 64.5866)
Dick Creek Mine|mine|SRID=4267;POINT(-164.981 65.787)
Dickey Copper Co. Mine|mine|SRID=4267;POINT(-146.41 60.77)
Mason & Gleason Co. Mine|mine|SRID=4267;POINT(-146.41 60.77)
Dictator Creek Mine|mine|SRID=4267;POINT(-148.19 67.35)
Dime Creek Mine|mine|SRID=4267;POINT(-161.1642 65.2082)
Haycock Mine|mine|SRID=4267;POINT(-161.1642 65.2082)
Dime Creek Dredging Co. Mine|mine|SRID=4267;POINT(-161.1642 65.2082)
Dime Creek Mining Co. Mine|mine|SRID=4267;POINT(-161.1642 65.2082)
Haycock Mining Co. Mine|mine|SRID=4267;POINT(-161.1642 65.2082)
Moon and Ryan Mine|mine|SRID=4267;POINT(-161.1642 65.2082)
Smith Mine|mine|SRID=4267;POINT(-161.1642 65.2082)
Disappointment Creek Mine|mine|SRID=4267;POINT(-161.889 61.867)
Discovery Creek Mine|mine|SRID=4267;POINT(-164.697 64.884)
Dividend Creek Mine|mine|SRID=4267;POINT(-164.567 64.857)
Dixie Creek Mine|mine|SRID=4267;POINT(-162.37 65.525)
Dixon Creek Mine|mine|SRID=4267;POINT(-164.22 64.89)
Dodge Creek Mine|mine|SRID=4267;POINT(-156.5659 63.1395)
Dollar  Creek Mine|mine|SRID=4267;POINT(-151.055 62.508)
Dome Creek Mine|mine|SRID=4267;POINT(-141.4073 64.6288)
Dome Creek Mine|mine|SRID=4267;POINT(-147.613 65.033)
Dome Creek Mine|mine|SRID=4267;POINT(-164.669 64.885)
Dome Creek (tributary of Washington Creek) Mine|mine|SRID=4267;POINT(-142.37 65.07)
Dome Creek (tributary of Woodchopper Creek) Mine|mine|SRID=4267;POINT(-143.37 65.29)
Dome Creek Mine|mine|SRID=4267;POINT(-141.2057 64.393)
Little Miller Creek Mine|mine|SRID=4267;POINT(-141.2057 64.393)
Domingo Creek Mine|mine|SRID=4267;POINT(-161.52 59.45)
Dominion Creek (upper) Mine|mine|SRID=4267;POINT(-159.51 60.98)
Warren Pup Mine|mine|SRID=4267;POINT(-156.3791 63.3314)
Donlin Bench Mine|mine|SRID=4267;POINT(-158.23622 62.04972)
Dora Mine|mine|SRID=4267;POINT(-134.3794 58.3134)
Dorothy Creek Mine|mine|SRID=4267;POINT(-165.2347 64.8237)
Dowry Creek Mine|mine|SRID=4267;POINT(-161.71 58.95)
Dreamy Gulch Mine|mine|SRID=4267;POINT(-164.791 65.671)
Drier Bay Mine|mine|SRID=4267;POINT(-147.7428 60.3109)
Knights Island Alaska Copper Mine|mine|SRID=4267;POINT(-147.7428 60.3109)
Dry Creek (Gulch) Mine|mine|SRID=4267;POINT(-164.227 64.888)
Dry Creek Cut Mine|mine|SRID=4267;POINT(-147.4675 63.1738)
Dry Spruce Island Mine|mine|SRID=4267;POINT(-153.022 57.953)
Duchess Mine|mine|SRID=4267;POINT(-147.9194 60.0213)
Duke Mine|mine|SRID=4267;POINT(-147.9244 60.0149)
Reynolds Alaska Mine|mine|SRID=4267;POINT(-147.9244 60.0149)
Banta Shaft Mine|mine|SRID=4267;POINT(-147.9244 60.0149)
Iron Mountain No. 6 Mine|mine|SRID=4267;POINT(-147.9244 60.0149)
Iron Mountain No. 4 Mine|mine|SRID=4267;POINT(-147.9244 60.0149)
Dull And Stephens Mine|mine|SRID=4267;POINT(-134.5269 58.4424)
Duncan Creek Mine|mine|SRID=4267;POINT(-155.50996 64.08823)
Dutch Creek Mine|mine|SRID=4267;POINT(-163.631 64.976)
E Pluribus Unum Mine|mine|SRID=4267;POINT(-134.8018 58.5978)
Cottrell-Spaulding Mine|mine|SRID=4267;POINT(-134.8018 58.5978)
Eagle Cliff Mine|mine|SRID=4267;POINT(-150.0638 67.0492)
Eagle Bluff Mine|mine|SRID=4267;POINT(-150.0638 67.0492)
Eagle Creek Mine|mine|SRID=4267;POINT(-144.4377 63.0075)
Eagle Creek Mine|mine|SRID=4267;POINT(-154.89 63.12)
Eagle Creek Mine|mine|SRID=4267;POINT(-166.419 65.079)
Easy Creek Mine|mine|SRID=4267;POINT(-164.681 64.921)
Eagle Creek Mine|mine|SRID=4267;POINT(-145.422 65.452)
Mastodon Fork Mine|mine|SRID=4267;POINT(-145.422 65.452)
Miller Fork Mine|mine|SRID=4267;POINT(-145.422 65.452)
Cripple Creek Mine|mine|SRID=4267;POINT(-145.422 65.452)
Amalga Mine|mine|SRID=4267;POINT(-134.7722 58.571)
Eagle Mine|mine|SRID=4267;POINT(-145.4047 61.3157)
Ellis Mine|mine|SRID=4267;POINT(-145.4047 61.3157)
American Eagle Mine|mine|SRID=4267;POINT(-145.4047 61.3157)
East Point Mine|mine|SRID=4267;POINT(-149.2794 60.4474)
East fork of Broxson Gulch Mine|mine|SRID=4267;POINT(-146.0907 63.326)
Ebner Mine|mine|SRID=4267;POINT(-134.3749 58.3107)
El Patron Creek Mine|mine|SRID=4267;POINT(-164.786 64.858)
Eldorado Creek Mine|mine|SRID=4267;POINT(-156.928 63.4466)
Eldorado Creek Mine|mine|SRID=4267;POINT(-151.0118 63.5081)
Eldorado Creek Mine|mine|SRID=4267;POINT(-163.764 64.583)
Eldorado Creek (tributary of Colorado Creek) Mine|mine|SRID=4267;POINT(-156.0106 63.5479)
Eldorado Creek Mine|mine|SRID=4267;POINT(-161.17 65.22)
Little Eldorado Creek Mine|mine|SRID=4267;POINT(-161.17 65.22)
Alaska Free Gold Mining Co. Mine|mine|SRID=4267;POINT(-149.29 61.782)
Elephant Creek Mine|mine|SRID=4267;POINT(-161.859 61.861)
Elkhorn Creek Mine|mine|SRID=4267;POINT(-163.954 64.931)
Ellamar Mine|mine|SRID=4267;POINT(-146.6985 60.8956)
Gladhaugh Mine|mine|SRID=4267;POINT(-146.6985 60.8956)
Elmes Mine|mine|SRID=4267;POINT(-147.97 64.886)
Ethel Mine|mine|SRID=4267;POINT(-147.97 64.886)
Nickaloff Mine|mine|SRID=4267;POINT(-147.97 64.886)
Emery Creek Mine|mine|SRID=4267;POINT(-149.62 67.55)
Emory Creek Mine|mine|SRID=4267;POINT(-149.62 67.55)
Emma Creek Mine|mine|SRID=4267;POINT(-150.1469 67.2763)
Emma Mine|mine|SRID=4267;POINT(-147.444 65.051)
Overgard Mine|mine|SRID=4267;POINT(-147.444 65.051)
Kathrine Mine|mine|SRID=4267;POINT(-147.444 65.051)
Empire Mine|mine|SRID=4267;POINT(-147.394 65.067)
Encio Gulch (formerly Riddle Gulch) Mine|mine|SRID=4267;POINT(-154.747 63.224)
Engineer Creek Mine|mine|SRID=4267;POINT(-147.621 64.928)
Enterprise Mine|mine|SRID=4267;POINT(-133.9678 58.045)
Arizona Mine|mine|SRID=4267;POINT(-133.9678 58.045)
Erickson Mine|mine|SRID=4267;POINT(-142.2554 61.408)
Erickson and Madden Mine|mine|SRID=4267;POINT(-142.2554 61.408)
Erie Mine|mine|SRID=4267;POINT(-142.8903 61.5414)
Eskimo Gulch (near Motherwood Point) Mine|mine|SRID=4267;POINT(-162.183 66.061)
Esperanto Creek Mine|mine|SRID=4267;POINT(-156.7609 63.4273)
Keating Gulch Mine|mine|SRID=4267;POINT(-156.7609 63.4273)
Esperanza Creek Mine|mine|SRID=4267;POINT(-163.8 65.8)
Ester Creek Mine|mine|SRID=4267;POINT(-148.464 65.497)
Ester Creek Mine|mine|SRID=4267;POINT(-156.606 63.0301)
Ester Creek Mine|mine|SRID=4267;POINT(-148.029 64.846)
Eureka Mine|mine|SRID=4267;POINT(-147.192 65.092)
Eureka Creek Mine|mine|SRID=4267;POINT(-150.9262 63.5385)
Eureka Creek Mine|mine|SRID=4267;POINT(-164.7 65.61)
Eureka Creek (including Boston, Unanimous, Nugget, and American creeks) Mine|mine|SRID=4267;POINT(-150.21856 65.17903)
Eureka Stibnite (Pick claim group) Mine|mine|SRID=4267;POINT(-150.9518 63.5306)
Eva Creek Mine|mine|SRID=4267;POINT(-148.83 64.049)
Eva Creek Mine|mine|SRID=4267;POINT(-148 64.85)
Excelsior Creek Mine|mine|SRID=4267;POINT(-141.4394 64.8307)
Twelvemile Creek Mine|mine|SRID=4267;POINT(-141.4394 64.8307)
Extra Dry Creek Mine|mine|SRID=4267;POINT(-165.284 64.5658)
Fair Chance Mine|mine|SRID=4267;POINT(-147.994 64.872)
Frisco Mine|mine|SRID=4267;POINT(-147.994 64.872)
McGlove Mine|mine|SRID=4267;POINT(-147.994 64.872)
Miller and O'Connor Mine|mine|SRID=4267;POINT(-147.994 64.872)
Stay and Company Mine|mine|SRID=4267;POINT(-147.994 64.872)
Fairbanks Creek Mine|mine|SRID=4267;POINT(-147.161 65.068)
Faith Creek Mine|mine|SRID=4267;POINT(-146.279 65.368)
Deep Creek Mine|mine|SRID=4267;POINT(-146.279 65.368)
Fall Creek Mine|mine|SRID=4267;POINT(-145.1259 61.4047)
Falls Creek Mine|mine|SRID=4267;POINT(-149.3386 60.4337)
Falls Creek Mine|mine|SRID=4267;POINT(-151.021 62.484)
Little Falls Creek Mine|mine|SRID=4267;POINT(-151.021 62.484)
Treasure Creek Mine|mine|SRID=4267;POINT(-151.021 62.484)
Fay Creek Mine|mine|SRID=4267;POINT(-150.1952 67.4898)
Fay Gulch Mine|mine|SRID=4267;POINT(-150.1952 67.4898)
Faye Creek Mine|mine|SRID=4267;POINT(-150.1952 67.4898)
Ferguson Draw Mine|mine|SRID=4267;POINT(-150.8133 65.10057)
Fern Gold Mining Co. Mine|mine|SRID=4267;POINT(-149.241 61.825)
Fern Gold Leasing Co. Mine|mine|SRID=4267;POINT(-149.241 61.825)
Fern & Goodell Mine|mine|SRID=4267;POINT(-149.241 61.825)
Bartholf-Isaacs Mine|mine|SRID=4267;POINT(-149.241 61.825)
Fidalgo Mining Co. (Blackney Prospect) Mine|mine|SRID=4267;POINT(-146.2947 60.7951)
Fidalgo-Alaska Mine|mine|SRID=4267;POINT(-146.417 60.774)
Schlosser Mine|mine|SRID=4267;POINT(-146.417 60.774)
Fifth of July Creek Mine|mine|SRID=4267;POINT(-155.55585 64.37767)
First Chance Mine|mine|SRID=4267;POINT(-148 64.875)
First Chance Creek Mine|mine|SRID=4267;POINT(-147.56 64.953)
First Chance Creek Mine|mine|SRID=4267;POINT(-167.94 65.569)
American Tinfields, Inc. Mine|mine|SRID=4267;POINT(-167.94 65.569)
Fish Creek Mine|mine|SRID=4267;POINT(-147.263 65.006)
Olympia Extension Mine|mine|SRID=4267;POINT(-130.0444 56.00278)
Last Chance Mine|mine|SRID=4267;POINT(-130.0444 56.00278)
Single Rose Mine|mine|SRID=4267;POINT(-130.0444 56.00278)
Mountain View Mine|mine|SRID=4267;POINT(-130.0444 56.00278)
Summit Mine|mine|SRID=4267;POINT(-130.0444 56.00278)
Climax Mine|mine|SRID=4267;POINT(-130.0444 56.00278)
Fish Creek Mine|mine|SRID=4267;POINT(-130.046 55.993)
Olympia Mine|mine|SRID=4267;POINT(-130.046 55.993)
Starboard Mine|mine|SRID=4267;POINT(-130.046 55.993)
Nevada Mine|mine|SRID=4267;POINT(-130.046 55.993)
Fish River Mine|mine|SRID=4267;POINT(-163.339 64.845)
Last Chance Mine|mine|SRID=4267;POINT(-132.6645 55.5345)
Treasure Mine|mine|SRID=4267;POINT(-132.6645 55.5345)
Flat Creek Mine|mine|SRID=4267;POINT(-141.3287 64.2949)
Flat Creek Mine|mine|SRID=4267;POINT(-142.7 65.1)
Flat Creek (tributary of Timber Creek) Mine|mine|SRID=4267;POINT(-155.57402 64.05807)
Flat Creek Mine|mine|SRID=4267;POINT(-158.00592 62.42509)
Marietta Mine|mine|SRID=4267;POINT(-158.00592 62.42509)
Florence Bar Mine|mine|SRID=4267;POINT(-154.3417 65.9456)
Florida Creek Mine|mine|SRID=4267;POINT(-150.09211 65.41553)
Flume Creek Mine|mine|SRID=4267;POINT(-147.54 65.001)
Flume Creek Mine|mine|SRID=4267;POINT(-142.4242 64.9929)
